id_poi_datatourisme;match_score;name;siret;site_internet;contact_url;entree_plain_pied
1811;91.5;Le  Chêne;;;;False
2039;93.3;Mairie - Allouville-Bellefosse;;;;True
3368;113.7;Happy City;;https://happy-city.fr/rouen/;;True
3184;91.5;Domaine des Hellandes;;https://www.leshellandes.com/;https://www.leshellandes.com/contact.html;True
2876;113.2;Bière Brotonia;;http://www.brotonia.com/;;
3956;130.0;Restaurant La Presqu'île;;https://lapresquile9.wixsite.com/lapresquile;;True
5541;129.6;Bière Brotonia;;http://www.brotonia.com/;;
959;93.5;pharmacie Argueil;;https://www.doctolib.fr/pharmacie/argueil/pharmacie-vuilhorgne;;False
1141;93.5;pharmacie Argueil;;https://www.doctolib.fr/pharmacie/argueil/pharmacie-vuilhorgne;;False
469;87.9;Auto Ecole De LOU AUMALE;;;;
1212;85.6;Hôtel restaurant O Deux Aumale;;https://www.odeuxaumale.fr/;;True
2059;85.0;Aumale Optique;;http://aumaleoptique.com/;;True
2227;129.1;Logis Hotel la Villa des Houx;;https://www.logishotels.com/fr/hotel/-2963?partid=1535;;True
2255;129.1;Logis Hotel la Villa des Houx;;https://www.logishotels.com/fr/hotel/-2963?partid=1535;;True
3723;95.6;Mairie - Auppegard;;http://www.auppegard.fr;;True
1814;85.6;Soleil Cauchois;;http://www.soleil-cauchois.fr/;;True
606;103.8;Mairie de Auzouville-sur-Ry;;;;False
1813;92.0;Auberge de la Mère Duval;;;;True
24;94.3;AL Optique - Bacqueville-en-Caux;;http://pro.pagesjaunes.fr/optique-hepineuze;;
2263;105.8;Mairie - Bacqueville-en-Caux;;http://bacqueville-en-caux.fr;;
817;106.6;Campanile Rouen Nord - Barentin;;;;True
2144;88.6;Campanile Rouen Nord - Barentin;;;;True
4920;128.8;Campanile Rouen Nord - Barentin;;;;True
6635;112.4;Centre Hospitalier de l'Austreberthe;;https://www.ch-austreberthe.fr/;;True
2604;112.7;Gîte du Coq à l'Ane;;http://www.lecoqalane.fr;https://www.lecoqalane.fr/contact;
2647;112.6;Gîte du Coq à l'Ane;;http://www.lecoqalane.fr;https://www.lecoqalane.fr/contact;
4779;86.6;Camping Ferme de la Hetraie;;;;True
6059;85.7;Chateau de Bertreville;;https://www.chateaubertreville.com/;;
471;89.7;Mairie - Blangy-sur-Bresle;;http://www.blangysurbresle.fr;;
2874;128.9;Musée du verre;;https://www.blangysurbresle.fr/vivre-a-blangy/le-centre-culturel-du-manoir-de-fontaine/;;True
5532;92.8;Office de Tourisme Communautaire Aumale/Blangy;;http://www.tourisme-aumale-blangy.fr/;;True
6721;103.3;Mairie - Blangy-sur-Bresle;;http://www.blangysurbresle.fr;;
1717;129.8;SEINE EN VUE;;;;False
1911;97.1;Hôtel Première Classe Rouen Nord - Bois Guillaume;;https://www.premiereclasse.com/fr/hotels/premiere-classe-rouen-nord-bois-guillaume/?utm_source=google&utm_medium=maps&utm_content=FRA22151&utm_campaign=Premi%C3%A8re%20Classe;;True
3627;129.3;Best Western Plus Hotel le Conquerant;;https://leconquerantrouen.com/;https://leconquerantrouen.com/contact/;True
5594;93.1;CHU Hôpitaux de Bois-Guillaume;;https://www.chu-rouen.fr/;;True
1787;91.0;La Quesne, Ferme et Fromagerie;;http://fermedelaquesne.fr/;;
859;129.1;Hôtel Relais d'Étretat;;;;True
3665;129.9;Le Carnot;;http://lecarnot.fr/;;True
4688;129.8;Le Carnot;;http://lecarnot.fr/;;True
3289;87.5;Mairie - Bolleville;;http://www.bolleville76.fr;;
3583;112.2;Gite du Bois Beuriot;;https://www.giteduboisdebeuriot.e-monsite.com;;True
4953;98.6;Gite du Bois Beuriot;;https://www.giteduboisdebeuriot.e-monsite.com;;True
5378;112.1;Gite du Bois Beuriot;;https://www.giteduboisdebeuriot.e-monsite.com;;True
3952;98.5;Mairie - Bosc-le-Hard;;http://www.mairiedebosclehard.eu;;False
1511;93.9;Mairie - Bourville;;;;
4247;86.6;Mairie - Bourville;;;;
679;86.8;Mairie - Bracquetuit;;;;
2288;93.4;Mairie - Bracquetuit;;;;
1583;89.2;Mairie - Bretteville-Saint-Laurent;;;;False
2307;113.4;Ecomusee de la Pomme et du Cidre;;https://ecomuseeducidre.fr/;;
3651;113.4;Ecomusee de la Pomme et du Cidre;;https://ecomuseeducidre.fr/;;
3794;110.9;Ecomusee de la Pomme et du Cidre;;https://ecomuseeducidre.fr/;;
5621;92.7;Mairie de Bretteville-du-Grand-Caux;;;;False
1906;95.5;Office de tourisme Normandie Caux Vexin - Bureau d'Information Touristique de Buchy;;https://www.normandie-caux-vexin.com/;;False
2021;101.6;Mairie - Bénouville;;;;
5513;86.8;Mairie de Cailleville;;;;True
6694;129.1;FERME DES MARRONNIERS;;;;True
663;109.6;Camping Le Clos des Charmilles;;;;True
3628;91.2;Piscine de la Vallée;;http://www.piscinedelavallee.com/;;True
3789;114.6;Salaisons des Roches Blanches (SA);;https://www.roches-blanches.fr/;;True
3884;97.5;Office de Tourisme de Cany Barville;;https://cote-albatre-tourisme.fr/;;True
4702;87.8;Office de Tourisme de Cany Barville;;https://cote-albatre-tourisme.fr/;;True
5698;113.4;La Brasserie du Phare;;https://www.facebook.com/Brasserieduphare/;;
5023;108.6;brasserie normande septantesix Caudebec les Elbeuf;;https://www.brasserieseptantesix.fr/;;True
4205;102.1;Mairie - Cideville;;;;
1102;129.6;Les P'tites Pommes;;;;True
1862;88.5;Le Clos de la Beauce;;;;True
1993;129.2;La Popote;;http://www.restaurantlapopote.fr/;;True
2109;96.6;During Pastry - La Forêt Des Macarons;;;;True
3770;110.8;Parc de Clères;;https://www.parcdecleres.fr/;https://www.parcdecleres.fr/contact/;True
3875;110.9;Parc de Clères;;https://www.parcdecleres.fr/;https://www.parcdecleres.fr/contact/;True
4097;85.4;During Pastry - La Forêt Des Macarons;;;;True
6006;93.9;La Grange Des Marettes;;;;
5424;88.9;Hôtel Restaurant Le Seino-Marin Rouen Cléon Elboeuf;;http://www.hotel-restaurant-cleon.com/;;True
74;95.6;The Riv 'Yères;;;;False
1520;96.0;ATIMERIA Spa de la Vieille Ferme;;http://www.hotel-spa-en-normandie.com/;;
3256;115.6;Camping Les Mouettes;;https://www.camping-lesmouettes.fr/;https://www.camping-lesmouettes.fr/nous-contacter/;
3998;129.8;Les Galets;;https://www.hotel-les-galets.com/;;True
4276;95.2;Camping Le Mont Joli Bois;;;;
4625;88.8;Camping Le Mont Joli Bois;;;;
5671;129.4;Le Château de Chantereine;;;;False
6389;129.3;Camping Le Mont Joli Bois;;;;
2947;111.7;AB Sports, Piscine et Spa;;https://www.ab-experiences.com/;https://www.ab-experiences.com/contact/;True
6175;88.7;Restaurant Le Courtil;;https://www.restaurant-lecourtil.fr/;https://www.restaurant-lecourtil.fr/contactez-le-restaurant-le-courtil-a-criquetot-lesneval;True
722;129.2;Auberge du Val au Cesne;;https://valaucesne.com/;https://valaucesne.com/contact/;True
1602;107.3;Mairie de Cuy-Saint-Fiacre;;;;False
2781;89.5;Mairie de Cuy-Saint-Fiacre;;;;False
4761;103.8;Mairie de Cuy-Saint-Fiacre;;;;False
1654;111.0;Centre Hospitalier Durécu-Lavoisier;;;;True
14;129.8;Hotel Restaurant Les Arcades;;;;False
192;90.4;Cercle de la Voile de Dieppe;;http://cvdieppe.fr;;True
396;85.4;Dieppe GMS;;;;False
807;128.9;Cercle de la Voile de Dieppe;;http://cvdieppe.fr;;True
1216;89.6;Cercle de la Voile de Dieppe;;http://cvdieppe.fr;;True
1318;129.3;Conservatoire Camille Saint-Saëns;;https://www.dieppeconservatoire.fr/;https://www.dieppeconservatoire.fr/infos-pratiques-1/nous-trouver-et-nous-contacter/;
1403;129.7;Au Grand Duquesne;;;;False
1524;112.8;Hotel de l'Europe;;;;False
1556;112.6;Hotel Restaurant Les Arcades;;;;False
1595;113.2;Mercure Dieppe La Présidence;;;;False
1632;103.5;Gîte la Cale 10;;;;False
1942;129.9;Windsor;;;;True
2175;129.9;Cabaret la sirène à barbe;;https://la-sireneabarbe.com/;;True
2384;90.5;pharmacie  du Puits Salé;;http://www.facebook.com/Pharmacie-du-Puits-Sal%C3%A9-553966161425831/;;True
2625;110.6;Château-musée de Dieppe;;https://www.dieppe.fr/mes-activites/la-culture/le-musee;https://www.dieppe.fr/mes-activites/la-culture/le-musee/infos-pratiques;False
2862;86.7;Office de Tourisme de Dieppe-Maritime;;http://www.dieppetourisme.com;https://www.dieppetourisme.com/sejourner/pratique/loffice-de-tourisme/#summary-horaires-ot;True
3498;129.7;A L'Hotel de la Plage;;http://www.laplage-dieppe.com;;True
3667;129.9;L'Entrepôt;;;;False
3798;129.9;Auberge du Vieux Puits;;http://www.puys.fr;;True
3962;87.1;auto école saint rémy;;;;True
4112;129.6;Estran Cité de la Mer;;http://www.estrancitedelamer.fr/;http://www.estrancitedelamer.fr/qui-contacter/;True
4183;129.2;ibis budget Dieppe Centre Port;;;;True
4296;115.0;Office de Tourisme de Dieppe-Maritime;;http://www.dieppetourisme.com;https://www.dieppetourisme.com/sejourner/pratique/loffice-de-tourisme/#summary-horaires-ot;True
4488;92.5;Comptoir A Huitres;;;;True
4516;88.2;Centre hospitalier de Dieppe : Service des Urgences;;;;True
4564;128.8;Hotel Aguado;;;;True
4985;113.7;Casino Dieppe;;https://casino-dieppe.partouche.com/;;False
5000;129.4;Restaurant La Tour aux Crabes;;;;True
5025;129.0;L'Échappée - Hôtel Casino Dieppe;;;;True
5264;129.8;Au Grand Duquesne;;;;False
5346;86.6;Estran Cité de la Mer;;http://www.estrancitedelamer.fr/;http://www.estrancitedelamer.fr/qui-contacter/;True
5449;129.3;Hotel First Eco Dieppe;;;;True
5471;129.4;Restaurant La Tour aux Crabes;;;;True
5670;110.2;Mémorial du 19 août 1942;;;;False
6278;113.8;DIEPPE SCENE NATIONALE;;http://www.dsn.asso.fr;;True
6601;113.6;Auberge du Vieux Puits;;http://www.puys.fr;;True
6647;130.0;La Belle Escale;;;;
417;113.9;SOPHIE COIFFURE DOUDEVILLE L'Espace beauté;;http://www.sophie-coiffure.fr/;;True
4687;88.6;Cabaret Le Puits Enchante;;;;True
4923;129.7;Verger de Provence;;https://www.saveursduverger.fr/;;True
5172;87.6;Cabaret Le Puits Enchante;;;;True
3435;113.1;Restaurant Le PARC;;http://www.restaurant-leparc.com/;;True
747;112.3;Fromagerie des trèfles;;;;
18;113.6;Cirque-Théâtre d'Elbeuf;;http://www.cirquetheatre-elbeuf.com/;;True
1092;112.8;Cirque-Théâtre d'Elbeuf;;http://www.cirquetheatre-elbeuf.com/;;True
3639;109.6;Gîte d'Hybouville;;;;False
5928;98.7;Gîte de la Maison de Campagne;;;https://www.gites-normandie-76.com/Gite-Envronville-Maison-De-Campagne-G2269.html;False
4575;105.8;Chateau D'Ernemont;;;;False
187;112.3;Centre Hospitalier d'Eu;;;;True
2616;129.9;Les Rhumèdes de L'Apothicaire;;;;False
3547;129.3;le Relais;;;;False
4553;95.8;Office de Tourisme Destination Le Tréport - Mers Bureau de Eu;;https://www.destination-letreport-mers.fr/la-destination/presentation-des-communes/eu/;https://www.destination-letreport-mers.fr/contactez-nous/;False
5804;130.0;Mayrena Hotel;;;;False
3449;97.3;Mairie - Fallencourt;;;;True
347;98.9;Mairie - Fesques;;;;False
2379;90.8;Mairie - Fesques;;;;False
3698;104.5;Mairie de Flamanville;;;;True
449;129.2;Sofhotel;;https://www.sofhotel.com/;;True
1056;89.2;Mairie de Forges-les-Eaux;;;;True
1513;92.2;Domaine de Forges;;https://www.forgeshotel.com/;https://www.forgeshotel.com/contactez-nous;
2458;99.9;Hôtel Restaurant La Robe et le Palais Forges les Eaux;;;;True
3099;99.8;Hôtel Restaurant La Robe et le Palais Forges les Eaux;;;;True
4419;112.7;Office de Tourisme de Forges-les-Eaux;;http://forgesleseaux-tourisme.com/;;True
5383;93.3;VVF Villages L'Écrin Normand Forges-les-Eaux;;;;True
5435;94.4;Mairie de Forges-les-Eaux;;;;True
1598;128.9;Le Vert Bocage;;http://levertbocage.fr/;;False
3018;129.1;Campanile Rouen Est - Franqueville Saint Pierre;;https://rouen-est-franqueville-saint-pierre.campanile.com/fr-fr/?utm_content=partoo&utm_medium=seo-bgp&utm_source=google;;True
5244;129.6;Le Vert Bocage;;http://levertbocage.fr/;;False
1896;99.4;Mairie - Fresquiennes;;http://www.mairiedefresquiennes.fr;;
304;129.8;La Cave du Salut;;;;True
782;129.7;Hôtel Le Grand Pavois;;;;True
897;129.2;Librairie Banse;;;;True
1161;129.8;Hôtel Le Grand Pavois;;;;True
1199;87.8;Centre Hospitalier intercommunal;;http://www.ch-fecamp.fr/;;True
1982;129.1;Théâtre Le Passage;;http://www.theatrelepassage.fr/;;True
2100;129.9;La maison bleue;;;;True
2139;104.0;Boulangerie Patisserie;;https://tinyurl.com/bdh7zd69;;True
2209;91.7;Bacardi Martini France - Palais Bénédictine;;https://www.benedictinedom.com/fr/fr/flamboyant-palais/;https://contact.benedictinedom.com/hc/fr/requests/new?ticket_form_id=151485;True
2597;129.0;L'Extraordinaire Voyage du Chocolat;;https://chocolatshautot.com/;https://chocolatshautot.com/contact/;
2997;118.2;Hautot Chocolatier;;https://chocolatshautot.com/boutiques/chocolatier-fecamp/;;True
3471;129.6;la Frégate;;;;False
3697;91.3;Bacardi Martini France - Palais Bénédictine;;https://www.benedictinedom.com/fr/fr/flamboyant-palais/;https://contact.benedictinedom.com/hc/fr/requests/new?ticket_form_id=151485;True
3869;129.9;Gîte Le Bivouac Fécamp;;;;False
4371;113.6;Hôtel de la Plage;;;;False
6353;90.3;Hotel Ibis Budget Fecamp;;;;True
6493;129.9;Hotel Vent d'Ouest;;;;False
2495;85.7;Mairie - Gaillefontaine;;https://www.mairiegaillefontaine.fr;;False
3974;85.7;Mairie - Gaillefontaine;;https://www.mairiegaillefontaine.fr;;False
5463;85.7;Mairie - Gaillefontaine;;https://www.mairiegaillefontaine.fr;;False
5724;85.2;Mairie - Gaillefontaine;;https://www.mairiegaillefontaine.fr;;False
5935;88.0;Mairie - Gainneville;;http://www.gainneville.fr;;False
868;105.5;Mairie - Ganzeville;;http://www.ganzeville.com;;
6510;89.0;Mairie - Ganzeville;;http://www.ganzeville.com;;
