id_poi;poi;poi_api;source;verdict;score
1212;Gare d'Aumale;Hôtel restaurant O Deux Aumale;AccèsLibre;Oui;86
1213;Aire de stationnement et de service du Camping de Reneville;Aucun;Aucune;Inconnu;0
1214;La Sente aux Moines;Aucun;Aucune;Inconnu;0
1215;Visite : Les Cordiers au temps des bains de mer;Aucun;Aucune;Inconnu;0
1216;Journée de croisière à la voile au départ de Dieppe;Cercle de la Voile de Dieppe;AccèsLibre;Oui;90
1217;Le Donjon de Rouen;Le Donjon de Rouen;OSM;Inconnu;95
1219;Visite guidée : Église Saint-Jean-d’Abbetot;Aucun;Aucune;Inconnu;0
1220;Journée à la ferme;Aucun;Aucune;Inconnu;0
1221;Le Précieux;Source du Précieux Sang;OSM;Inconnu;91
1222;Ateliers Métiers d'Art et Numérique Petit-Quevilly;Aucun;Aucune;Inconnu;0
1223;La Chasse;Aucun;Aucune;Inconnu;0
1224;Le Ptit Clos Normand;Aucun;Aucune;Inconnu;0
1225;[Musique] Révisez vos classiques !;Aucun;Aucune;Inconnu;0
1226;Exposition Photographique : Pascal Lacroix;Aucun;Aucune;Inconnu;0
1227;Roulotte Gabi;Aucun;Aucune;Inconnu;0
1228;Randonnée à Sigy-en-Bray;Mairie de Sigy-en-Bray;OSM;Oui;71
1229;Séance de yoga;Aucun;Aucune;Inconnu;0
1230;Run & Visit Rouen©;Mairie de Rouen;OSM;Inconnu;80
1231;Séance de yoga;Aucun;Aucune;Inconnu;0
1232;"Les cabanes d'Eddie ""Hutte"" - Domaine Le Soleil Couchant";Aucun;Aucune;Inconnu;0
1235;Stage de peinture;Aucun;Aucune;Inconnu;0
1236;Atelier famille : Les bienfaits des arbres;Aucun;Aucune;Inconnu;0
1237;Visite à deux voix au cœur du Volcan;Aucun;Aucune;Inconnu;0
1239;O bord de mer;Aucun;Aucune;Inconnu;0
1240;Statue monumentale du Christ Roi;Aucun;Aucune;Inconnu;0
1241;Randonnée apéro au coeur des champs de lin;Aucun;Aucune;Inconnu;0
1242;Les Vallons;Aucun;Aucune;Inconnu;0
1243;Hôtel La Petite Rade;La Petite Rade Hôtel;AccèsLibre;Oui;130
1244;Atelier rigolo : Le lab'eau des scientifiques;Aucun;Aucune;Inconnu;0
1245;Les coulisses de la rando;Aucun;Aucune;Inconnu;0
1246;Gîte Le Presbytère;Aucun;Aucune;Inconnu;0
1247;Randonnée pédestre;Aucun;Aucune;Inconnu;0
1248;Grand National FFE - AC Print Canteleu;Aucun;Aucune;Inconnu;0
1249;Mme Hamel Dantigny - Bethencourt RDC;Aucun;Aucune;Inconnu;0
1250;Le studio Isahora;Aucun;Aucune;Inconnu;0
1251;Le Chant des Bénédictins;Aucun;Aucune;Inconnu;0
1252;Champs Elysées;Aucun;Aucune;Inconnu;0
1253;Les Grands Genêts à cheval;Aucun;Aucune;Inconnu;0
1254;Soirée année 80;Aucun;Aucune;Inconnu;0
1255;Fête de la musique;Aucun;Aucune;Inconnu;0
1256;Le Hêtre du Mont Robert;Aucun;Aucune;Inconnu;0
1257;Aire de stationnement et de service du Camping des 2 Rivières;Aucun;Aucune;Inconnu;0
1258;Atelier de dessin(s);Aucun;Aucune;Inconnu;0
1259;Gîte de la Ferme du Pollet;Aucun;Aucune;Inconnu;0
1260;Hôtel Dormy House;Hotel Restaurant Dormy House;AccèsLibre;Non;92
1261;Stage : Escalade - Vacances de Printemps;Aucun;Aucune;Inconnu;0
1262;Le Panorama - Vue Mer;Aucun;Aucune;Inconnu;0
1263;L'Escale Chez Sand et Fred;Aucun;Aucune;Inconnu;0
1264;Site archéologique de la Fontaine Saint-Denis;Aucun;Aucune;Inconnu;0
1265;Office de tourisme de la Côte d'Albâtre - Bureau d'informations touristiques du Bourg-Dun;Le-Bourg-Dun;OSM;Non;120
1266;Le Café de la librairie - La Galerne;La Galerne;AccèsLibre;Oui;88
1267;Atelier String Art;Aucun;Aucune;Inconnu;0
1269;La Route des Fruits;Aucun;Aucune;Inconnu;0
1270;Plaine de jeux - Art’Sport Café;Aucun;Aucune;Inconnu;0
1271;Gîtes de France® - L'Ecurie;Aucun;Aucune;Inconnu;0
1272;L'Ile aux jeux;Aucun;Aucune;Inconnu;0
1273;"""Jeanne d'Arc, le secret du manuscrit"", escape game urbain";Aucun;Aucune;Inconnu;0
1274;Natterra - Découvertes naturalistes à Etretat;Étretat;OSM;Oui;79
1275;Centre équestre municipal du Colombier;Centre Équestre du Colombier;OSM;Inconnu;97
1276;Chantoiseau;Aucun;Aucune;Inconnu;0
1277;[Brocante] Braderie du Pollet;Pollet;OSM;Inconnu;96
1278;La Retenue;Aucun;Aucune;Inconnu;0
1279;La Loge;Aucun;Aucune;Inconnu;0
1280;La Presqu'île;Aucun;Aucune;Inconnu;0
1281;Parcs et jardins du Havre;Aucun;Aucune;Inconnu;0
1282;Maison de santé pluridisciplinaire de Bonsecours;Aucun;Aucune;Inconnu;0
1283;Soirée Karaoké;Aucun;Aucune;Inconnu;0
1284;Chez la Princesse au petit pois;Aucun;Aucune;Inconnu;0
1285;Léo à Table - Restaurant d'insertion;Léo à table;AccèsLibre;Oui;94
1287;M. et Mme BARBIER Thierry et Stéphanie;Aucun;Aucune;Inconnu;0
1288;Bar du Dormy House;Dormy House;OSM;Inconnu;127
1289;Gîtes de France® - Tout va Bien;Aucun;Aucune;Inconnu;0
1290;A l'Abordage;Aucun;Aucune;Inconnu;0
1291;Randonnée à la Hallotière;La Hallotière;OSM;Inconnu;76
1292;[Visite guidée] Cité Maritime;Aucun;Aucune;Inconnu;0
1293;Mini-atelier rigolo : A vos fourneaux !;Aucun;Aucune;Inconnu;0
1294;Domaine Duclos-Fougeray;Aucun;Aucune;Inconnu;0
1295;Aparthotel Adagio Access Le Havre Les Docks;Aparthotel Adagio Access Le Havre Les Docks;AccèsLibre;Oui;113
1296;Visite guidée - Jardin jungle;Aucun;Aucune;Inconnu;0
1298;Découverte de la flore des cours d'eau en kayak;Aucun;Aucune;Inconnu;0
1299;[Visite famille] Pirates et Corsaires;Aucun;Aucune;Inconnu;0
1300;Les dimanches de l'autonomie au potager bio;Aucun;Aucune;Inconnu;0
1302;Le Clos des Hogues;Aucun;Aucune;Inconnu;0
1304;Souffle d'Albâtre- yoga;Aucun;Aucune;Inconnu;0
1305;Randonnée découverte du site V1 de la propriété Gazan;Aucun;Aucune;Inconnu;0
1306;Exposition : In Vivo - Patrice Balvay;Aucun;Aucune;Inconnu;0
1307;Aquacycling - séance;Aucun;Aucune;Inconnu;0
1308;Camping ABIJUNE;Camping Abijune;AccèsLibre;Oui;129
1309;Le Labyrinthe des Dalles;Labyrinthe des Dalles;OSM;Inconnu;86
1310;Gîtes de France® - Louis-Philippe;Aucun;Aucune;Inconnu;0
1311;Fête de la librairie indépendante !;Aucun;Aucune;Inconnu;0
1312;Normandy Private Tours;Aucun;Aucune;Inconnu;0
1313;Maison de santé pluriprofessionnelle de Croisy-sur-Andelle;Aucun;Aucune;Inconnu;0
1314;Gare de Etainhus;Étainhus-Saint-Romain;OSM;Inconnu;72
1315;Meublé 36 LEVILLAIN;Aucun;Aucune;Inconnu;0
1316;Navigation à la voile en vallée de Seine;Aucun;Aucune;Inconnu;0
1317;Atelier l'Oeil du Photographe;Aucun;Aucune;Inconnu;0
1318;Conservatoire Camille Saint-Saëns;Conservatoire Camille Saint-Saëns;AccèsLibre;Inconnu;129
1319;La Belle Jeannette - Appartement 1;Aucun;Aucune;Inconnu;0
1320;White House;Aucun;Aucune;Inconnu;0
1321;18ème foire à tout;Aucun;Aucune;Inconnu;0
1322;Square du Canada;Aucun;Aucune;Inconnu;0
1324;Les Frégates;Les Frégates Hotel Restaurant;AccèsLibre;Non;113
1325;L'Entre mer et falaise;Aucun;Aucune;Inconnu;0
1326;[Ateliers familles] Découverte de la mare;Aucun;Aucune;Inconnu;0
1327;La Maison - Chambre Cocoon;Aucun;Aucune;Inconnu;0
1328;Séance d'équitation;Aucun;Aucune;Inconnu;0
1329;Sortie marée sur voilier habitable;Aucun;Aucune;Inconnu;0
1330;Stage de modelage avec modèle vivant au Jardin des Sculptures;Le Jardin des Sculptures;OSM;Inconnu;88
1331;Exposition d'été;Aucun;Aucune;Inconnu;0
1332;Au Pied des Falaises;Aucun;Aucune;Inconnu;0
1333;Gîtes de France® - Le Haut du Vallon;Aucun;Aucune;Inconnu;0
1334;Visite guidée - Eu : Mille ans d'Histoire;Eu A;OSM;Inconnu;91
1335;Loto;Aucun;Aucune;Inconnu;0
1336;Maison médicale Neil Armstrong;Maison de santé Neil Armstrong;OSM;Oui;86
1337;Villa les Soliers;Villa les Soliers;OSM;Inconnu;125
1338;Marché gourmand et artisanal;Aucun;Aucune;Inconnu;0
1339;ARSÈNE BIGOT, GENTLEMAN SOURCIER;Aucun;Aucune;Inconnu;0
1340;Aire de stationnement du Camping Le Grand Mail;Aucun;Aucune;Inconnu;0
1341;Portes ouvertes;Aucun;Aucune;Inconnu;0
1342;Visite guidée - Jardin jungle;Aucun;Aucune;Inconnu;0
1343;Activité sportive : carabine laser et tir à l'arc;Aucun;Aucune;Inconnu;0
1344;Maison au Calme;Aucun;Aucune;Inconnu;0
1345;Maison de Terrien;Aucun;Aucune;Inconnu;0
1347;La Dunette;Aucun;Aucune;Inconnu;0
1348;Le Street;Aucun;Aucune;Inconnu;0
1349;Le Torp;Aucun;Aucune;Inconnu;0
1350;Feu d'artifice;Aucun;Aucune;Inconnu;0
1351;Le Goëland;Aucun;Aucune;Inconnu;0
1352;Chez Guylène ANGOT;Aucun;Aucune;Inconnu;0
1353;Balade en bateau sur la Seine;Aucun;Aucune;Inconnu;0
1355;Camping de l'Orival;Camping de l'Orival;OSM;Inconnu;75
1356;La Grand'Mare;Grand-Mare;OSM;Inconnu;97
1357;La Rue Verte;Aucun;Aucune;Inconnu;0
1358;Criel en selle;Aucun;Aucune;Inconnu;0
1359;Du Chemin Vert au Chemin de Fer;Aucun;Aucune;Inconnu;0
1360;La côte Blanche;Aucun;Aucune;Inconnu;0
1361;Concert des 140 ans de l'orchestre Harmonie la Renaissance;Aucun;Aucune;Inconnu;0
1362;PLOUF;Aucun;Aucune;Inconnu;0
1363;L'Huîtrière;L'Huîtrière;OSM;Inconnu;130
1364;La traite en famille;Aucun;Aucune;Inconnu;0
1365;Gites beauregard - Gîte Paulette;Aucun;Aucune;Inconnu;0
1366;Le Relais de la Reine Mathilde;Aucun;Aucune;Inconnu;0
1367;Gîtes de France® - Entre Ciel et Mer;Aucun;Aucune;Inconnu;0
1369;Clos Valentin;Aucun;Aucune;Inconnu;0
1370;Fête de la Musique;Aucun;Aucune;Inconnu;0
1371;La mare de la Briqueterie;Aucun;Aucune;Inconnu;0
1372;Hôtel Relais de Montigny;Relais de Montigny;AccèsLibre;Non;113
1373;Gîtes de France® - Les Pommiers;Aucun;Aucune;Inconnu;0
1374;Maison de santé pluridisciplinaire Simone Veil Le Trait;Aucun;Aucune;Inconnu;0
1376;La Grange d'Yquebeuf;Aucun;Aucune;Inconnu;0
1377;Hêtre en Bulle, bulle du Couchant;Aucun;Aucune;Inconnu;0
1378;Val du Roy à cheval;Aucun;Aucune;Inconnu;0
1379;[Danse] Rosas Danst Rosas;Aucun;Aucune;Inconnu;0
1380;Terre du Sucre;Aucun;Aucune;Inconnu;0
1381;[Spectacle] Le chat botté;Aucun;Aucune;Inconnu;0
1382;Saint-Maclou;Zhoushi - Saint Maclou;AccèsLibre;Inconnu;88
1383;Les p'tits galets;Les P'tits Galets;OSM;Inconnu;130
1385;Restaurant du Perrey;Le Restaurant Du Perrey;AccèsLibre;Inconnu;129
1386;Concert Jazz;Aucun;Aucune;Inconnu;0
1387;Gîtes de France® - Le clos Papy Moutons;Aucun;Aucune;Inconnu;0
1388;La Petite Maison;Aucun;Aucune;Inconnu;0
1390;Jeux intervillages avec les communes de Criquetot sur Ouville et Etalleville;Aucun;Aucune;Inconnu;0
1392;Visite guidée du manoir d'Auffay;Aucun;Aucune;Inconnu;0
1393;Le Cabray;Aucun;Aucune;Inconnu;0
1394;[Initiations] Faites du Nautisme;Aucun;Aucune;Inconnu;0
1395;L'Étable;L'Etable;OSM;Inconnu;126
1396;La Charretterie;Aucun;Aucune;Inconnu;0
1397;Villa Gentailière;Villa La Gentailière;OSM;Inconnu;126
1398;METAMORPHOSIS;Aucun;Aucune;Inconnu;0
1399;Les Lierres;Aucun;Aucune;Inconnu;0
1400;Les petits pas d'Emma;Aucun;Aucune;Inconnu;0
1401;Aux Jolies Sources;Aucun;Aucune;Inconnu;0
1402;Aire de stationnement et de service de Gournay-en-Bray;Aire de stationnement et de service de Gournay-en-Bray;OSM;Inconnu;91
1403;Hôtel Au Grand Duquesne;Au Grand Duquesne;AccèsLibre;Non;130
1404;Salon de la Croisière et du Voyage - 8ème édition;Aucun;Aucune;Inconnu;0
1405;La mare au thym;Aucun;Aucune;Inconnu;0
1406;Chèvrerie de la forêt d'Eu;Aucun;Aucune;Inconnu;0
1407;Au Gré des Vents;Au Gré des Vents;OSM;Inconnu;129
1408;WITH U2 DAY;Aucun;Aucune;Inconnu;0
1409;Gare de Saint-Etienne-du-Rouvray;Saint-Étienne-du-Rouvray;OSM;Inconnu;86
1410;Gîtes de France® - Bayen's Family;Aucun;Aucune;Inconnu;0
1411;Festival du Lin - Salon du lin textile;Aucun;Aucune;Inconnu;0
1412;Gîtes de France® - Co'normandy;Aucun;Aucune;Inconnu;0
1413;Musée des Beaux-Arts;Musée des Beaux Arts de Rouen;AccèsLibre;Oui;90
1414;Jardin Shamrock;Jardin Shamrock;OSM;Inconnu;122
1416;MENADEL - Suite Raphael;Aucun;Aucune;Inconnu;0
1417;Les dimanches de l'autonomie au potager bio;Aucun;Aucune;Inconnu;0
1419;Aire de stationnement et de service de Saint-Nicolas-d'Aliermont;Mairie - Saint-Nicolas-d'Aliermont;AccèsLibre;Inconnu;90
1420;Atelier l'Oeil du Photographe;Aucun;Aucune;Inconnu;0
1421;Musée du Patrimoine des Écoles Amfrevillaises;Musée du patrimoine des écoles;OSM;Inconnu;129
1422;Turandot, énigmes au musée - Opéra participatif;Aucun;Aucune;Inconnu;0
1423;"Vendredis du Patrimoine : ""Anais Aubert – Mythe, Mystères et Voiles""";Aucun;Aucune;Inconnu;0
1424;"Gîte ""L'orée du golf""";Aucun;Aucune;Inconnu;0
1425;Maison du Patrimoine et des Cités Provisoires;Maison du Patrimoine et des Cités Provisoires;AccèsLibre;Inconnu;112
1426;Brasserie du bac;Brasserie du Bac;AccèsLibre;Oui;130
1427;Activité sportive : poull ball;Aucun;Aucune;Inconnu;0
1428;Hôtel et Spa Vent d'Ouest;Hotel Vent D'Ouest;AccèsLibre;Oui;104
1429;Hôpital Saint Julien (Le Petit Quevilly);Hôpital Saint Julien;AccèsLibre;Oui;102
1431;Brit hôtel Dieppe;Brit Hotel;OSM;Inconnu;129
1432;Stage de lecture à voix haute;Aucun;Aucune;Inconnu;0
1433;Fête de la musique à Yerville;Pizza Chez Vous Yerville;AccèsLibre;Inconnu;90
1434;Les Hamouhoques;Aucun;Aucune;Inconnu;0
1435;Aquagym - séance;Aucun;Aucune;Inconnu;0
1436;Marché traditionnel;Aucun;Aucune;Inconnu;0
1437;Centre équestre de Rocquefort;Aucun;Aucune;Inconnu;0
1438;Le Hamel au Coeur;Aucun;Aucune;Inconnu;0
1439;Gîtes de France® - Pomme Chocolat;Aucun;Aucune;Inconnu;0
1441;Cocon;Aucun;Aucune;Inconnu;0
1442;Gîtes de France® - Louise;Aucun;Aucune;Inconnu;0
1443;Centre de rééducation de la Hève;Centre de rééducation fonctionnelle de la Heve;AccèsLibre;Oui;106
1444;Gîtes de France® - Le Four à Pain;Aucun;Aucune;Inconnu;0
1445;Visite-goûter à petits pas;Aucun;Aucune;Inconnu;0
1446;Gîtes de France® - Les Violettes;Aucun;Aucune;Inconnu;0
1447;Au Goût du Vrai;Le Goût du Vrai;OSM;Inconnu;127
1448;Atelier : Le secret des abeilles;Aucun;Aucune;Inconnu;0
1449;Nutri pousse;Aucun;Aucune;Inconnu;0
1450;Les Vergers du Bourg Corblin;Aucun;Aucune;Inconnu;0
1452;Parc Floral William Farcy;Aucun;Aucune;Inconnu;0
1453;Concert : Fééries Fantastiques, par l'Orchestre d'Harmonie de Lillebonne;Aucun;Aucune;Inconnu;0
1454;"Atelier de danse libre ""move your body""";Aucun;Aucune;Inconnu;0
1455;Visite Musée de la Radio;Aucun;Aucune;Inconnu;0
1456;Les Jacquemarts à cheval;Aucun;Aucune;Inconnu;0
1457;Cidrerie Le Sonneur du Val;Aucun;Aucune;Inconnu;0
1458;Le Bout du Monde;Le Bout du Monde;AccèsLibre;Inconnu;129
1459;Le Tourreterou;Aucun;Aucune;Inconnu;0
1460;Dîner Spectacle - Cabaret Flamenco;Aucun;Aucune;Inconnu;0
1461;La Caravelle;Aucun;Aucune;Inconnu;0
1462;Conférence : De la brique au béton - 10 chefs d'oeuvre de l'architecture Art Déco au Havre;Aucun;Aucune;Inconnu;0
1463;Maison de santé pluridisciplinaire des Bruyères;Maison médicale des Bruyères;OSM;Inconnu;77
1464;Vers la Forêt d'Eu;Aucun;Aucune;Inconnu;0
1465;Camping La Berquerie;La Berquerie;OSM;Inconnu;83
1466;Camping Les Voiles;Aucun;Aucune;Inconnu;0
1467;Cirque : Damoclès;Aucun;Aucune;Inconnu;0
1469;Villa Sea View & Spa;Aucun;Aucune;Inconnu;0
1470;Clinique HEMERA;Aucun;Aucune;Inconnu;0
1472;Dessine moi un mouton;Aucun;Aucune;Inconnu;0
1473;Maison Eudoise;Aucun;Aucune;Inconnu;0
1474;L'Enclos Protestant;Aucun;Aucune;Inconnu;0
1475;Descente de la Durdent en kayak ou en paddle;Aucun;Aucune;Inconnu;0
1476;Chez Nounoute;Chez Nounoute;OSM;Non;126
1477;Aire de stationnement et de service du Camping municipal du Colombier;Mare du Colombier;OSM;Inconnu;71
1478;CORVETTE;Aucun;Aucune;Inconnu;0
1479;Bed & Breakfast La Bellière;Aucun;Aucune;Inconnu;0
1480;Maison de la Source - Hôtel;Aucun;Aucune;Inconnu;0
1481;Exposition Patchwork;Aucun;Aucune;Inconnu;0
1482;[Salon] De la Gourmandise et Brocante de Jardin;Aucun;Aucune;Inconnu;0
1483;Les Tourelles;Porte des Tourelles;OSM;Inconnu;99
1484;Bienfaits;Bienfaits;AccèsLibre;Non;130
1485;La Scandinave;Aucun;Aucune;Inconnu;0
1486;Atelier aquarelle parents-enfants;Aucun;Aucune;Inconnu;0
1487;Mini-atelier rigolo : Faire des vagues;Aucun;Aucune;Inconnu;0
1489;Salon normand de l'artisanat coutelier;Aucun;Aucune;Inconnu;0
1491;Puces des couturières et loisirs créatifs;Aucun;Aucune;Inconnu;0
1492;Office de Tourisme de la Côte d'Albâtre - Point d'accueil saisonnier de Veulettes-sur-Mer;Office de Tourisme;OSM;Inconnu;117
1493;Eiffel Ocean;Aucun;Aucune;Inconnu;0
1494;Les reflets de Léopoldine - Olivier Desvaux;Aucun;Aucune;Inconnu;0
1496;Exposition des ateliers AMCB;Aucun;Aucune;Inconnu;0
1497;La Galerne;La Galerne;AccèsLibre;Oui;130
1499;Bowling LE LOOPING;Le Looping;OSM;Inconnu;92
1500;Marché de Luneray;Mairie - Luneray;AccèsLibre;Inconnu;115
1501;Gîtes du Moulin : La Charretterie;Aucun;Aucune;Inconnu;0
1502;Jeûne et randonéne organisé par Les 5 soleils;Aucun;Aucune;Inconnu;0
1503;Bal country;Aucun;Aucune;Inconnu;0
1505;Villa d'Albâtre;Aucun;Aucune;Inconnu;0
1506;Brocante Thierry Naze;Aucun;Aucune;Inconnu;0
1507;Concert : Perinne Hope;Aucun;Aucune;Inconnu;0
1508;Ferme du Petit Fumechon;Aucun;Aucune;Inconnu;0
1509;Marché aux étoiles;Aucun;Aucune;Inconnu;0
1511;Sur les pas de Bourvil;Mairie - Bourville;AccèsLibre;Inconnu;94
1512;Les Jardins d'Étretat;Les Jardins d'Etretat;OSM;Inconnu;116
1513;Paddel - Domaine de Forges;Domaine de Forges;AccèsLibre;Inconnu;92
1514;Piscine de la Mare Rouge;Piscine de la Mare Rouge;OSM;Oui;125
